edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.000 precision:0.787 recall:1.000 true_negative_rate:0.000 true_positive:44587 true_negative:0 false_positive:12070 false_negative:0 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.050 precision:0.743 recall:0.714 true_negative_rate:0.090 true_positive:31816 true_negative:1091 false_positive:10979 false_negative:12771 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.100 precision:0.842 recall:0.460 true_negative_rate:0.682 true_positive:20495 true_negative:8230 false_positive:3840 false_negative:24092 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.150 precision:0.986 recall:0.308 true_negative_rate:0.984 true_positive:13731 true_negative:11882 false_positive:188 false_negative:30856 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.200 precision:0.999 recall:0.218 true_negative_rate:0.999 true_positive:9722 true_negative:12063 false_positive:7 false_negative:34865 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.250 precision:1.000 recall:0.164 true_negative_rate:1.000 true_positive:7314 true_negative:12070 false_positive:0 false_negative:37273 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.300 precision:1.000 recall:0.129 true_negative_rate:1.000 true_positive:5742 true_negative:12070 false_positive:0 false_negative:38845 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.350 precision:1.000 recall:0.109 true_negative_rate:1.000 true_positive:4869 true_negative:12070 false_positive:0 false_negative:39718 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.400 precision:1.000 recall:0.089 true_negative_rate:1.000 true_positive:3956 true_negative:12070 false_positive:0 false_negative:40631 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.450 precision:1.000 recall:0.081 true_negative_rate:1.000 true_positive:3613 true_negative:12070 false_positive:0 false_negative:40974 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.500 precision:1.000 recall:0.074 true_negative_rate:1.000 true_positive:3310 true_negative:12070 false_positive:0 false_negative:41277 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.550 precision:1.000 recall:0.070 true_negative_rate:1.000 true_positive:3107 true_negative:12070 false_positive:0 false_negative:41480 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.600 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:3037 true_negative:12070 false_positive:0 false_negative:41550 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.650 precision:1.000 recall:0.060 true_negative_rate:1.000 true_positive:2686 true_negative:12070 false_positive:0 false_negative:41901 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.700 precision:1.000 recall:0.015 true_negative_rate:1.000 true_positive:678 true_negative:12070 false_positive:0 false_negative:43909 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.750 precision:1.000 recall:0.009 true_negative_rate:1.000 true_positive:413 true_negative:12070 false_positive:0 false_negative:44174 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.800 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:16 true_negative:12070 false_positive:0 false_negative:44571 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.850 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:12070 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.900 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:12070 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:12070 false_positive:0 false_negative:44586 
edmonton_ocount_40_osize_31_otype_RECTANGLE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:12070 false_positive:0 false_negative:44586 
