aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.000 precision:0.926 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:3018 false_negative:0 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.050 precision:0.963 recall:0.863 true_negative_rate:0.585 true_positive:32629 true_negative:1767 false_positive:1251 false_negative:5166 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.100 precision:0.993 recall:0.722 true_negative_rate:0.937 true_positive:27275 true_negative:2828 false_positive:190 false_negative:10520 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.622 true_negative_rate:0.972 true_positive:23490 true_negative:2934 false_positive:84 false_negative:14305 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.200 precision:0.998 recall:0.541 true_negative_rate:0.985 true_positive:20447 true_negative:2972 false_positive:46 false_negative:17348 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.250 precision:0.999 recall:0.476 true_negative_rate:0.992 true_positive:18007 true_negative:2993 false_positive:25 false_negative:19788 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.300 precision:0.999 recall:0.421 true_negative_rate:0.995 true_positive:15897 true_negative:3004 false_positive:14 false_negative:21898 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.350 precision:1.000 recall:0.358 true_negative_rate:0.999 true_positive:13532 true_negative:3014 false_positive:4 false_negative:24263 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.288 true_negative_rate:1.000 true_positive:10883 true_negative:3017 false_positive:1 false_negative:26912 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.232 true_negative_rate:1.000 true_positive:8757 true_negative:3018 false_positive:0 false_negative:29038 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.184 true_negative_rate:1.000 true_positive:6964 true_negative:3018 false_positive:0 false_negative:30831 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5333 true_negative:3018 false_positive:0 false_negative:32462 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.100 true_negative_rate:1.000 true_positive:3790 true_negative:3018 false_positive:0 false_negative:34005 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.068 true_negative_rate:1.000 true_positive:2559 true_negative:3018 false_positive:0 false_negative:35236 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.035 true_negative_rate:1.000 true_positive:1325 true_negative:3018 false_positive:0 false_negative:36470 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.014 true_negative_rate:1.000 true_positive:533 true_negative:3018 false_positive:0 false_negative:37262 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:75 true_negative:3018 false_positive:0 false_negative:37720 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:3018 false_positive:0 false_negative:37760 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:25 true_negative:3018 false_positive:0 false_negative:37770 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:12 true_negative:3018 false_positive:0 false_negative:37783 
aces_publicb_ocount_120_osize_8_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:3018 false_positive:0 false_negative:37794 
