aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.000 precision:0.945 recall:1.000 true_negative_rate:0.000 true_positive:37795 true_negative:0 false_positive:2187 false_negative:0 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.050 precision:0.950 recall:0.861 true_negative_rate:0.212 true_positive:32545 true_negative:464 false_positive:1723 false_negative:5250 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.100 precision:0.993 recall:0.720 true_negative_rate:0.908 true_positive:27208 true_negative:1986 false_positive:201 false_negative:10587 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.150 precision:0.996 recall:0.619 true_negative_rate:0.959 true_positive:23407 true_negative:2097 false_positive:90 false_negative:14388 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.200 precision:0.997 recall:0.541 true_negative_rate:0.975 true_positive:20465 true_negative:2133 false_positive:54 false_negative:17330 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.250 precision:0.997 recall:0.476 true_negative_rate:0.978 true_positive:17979 true_negative:2139 false_positive:48 false_negative:19816 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.300 precision:0.998 recall:0.422 true_negative_rate:0.987 true_positive:15934 true_negative:2159 false_positive:28 false_negative:21861 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.350 precision:0.999 recall:0.360 true_negative_rate:0.992 true_positive:13615 true_negative:2169 false_positive:18 false_negative:24180 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.400 precision:1.000 recall:0.290 true_negative_rate:1.000 true_positive:10964 true_negative:2186 false_positive:1 false_negative:26831 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.450 precision:1.000 recall:0.231 true_negative_rate:1.000 true_positive:8739 true_negative:2187 false_positive:0 false_negative:29056 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.500 precision:1.000 recall:0.186 true_negative_rate:1.000 true_positive:7021 true_negative:2187 false_positive:0 false_negative:30774 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.550 precision:1.000 recall:0.141 true_negative_rate:1.000 true_positive:5323 true_negative:2187 false_positive:0 false_negative:32472 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.600 precision:1.000 recall:0.099 true_negative_rate:1.000 true_positive:3735 true_negative:2187 false_positive:0 false_negative:34060 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.650 precision:1.000 recall:0.066 true_negative_rate:1.000 true_positive:2502 true_negative:2187 false_positive:0 false_negative:35293 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.700 precision:1.000 recall:0.034 true_negative_rate:1.000 true_positive:1289 true_negative:2187 false_positive:0 false_negative:36506 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.750 precision:1.000 recall:0.013 true_negative_rate:1.000 true_positive:487 true_negative:2187 false_positive:0 false_negative:37308 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.800 precision:1.000 recall:0.002 true_negative_rate:1.000 true_positive:86 true_negative:2187 false_positive:0 false_negative:37709 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.850 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:35 true_negative:2187 false_positive:0 false_negative:37760 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.900 precision:1.000 recall:0.001 true_negative_rate:1.000 true_positive:26 true_negative:2187 false_positive:0 false_negative:37769 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:0.950 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:13 true_negative:2187 false_positive:0 false_negative:37782 
aces_publicb_ocount_40_osize_14_otype_SQUARE.png threshold:1.000 precision:1.000 recall:0.000 true_negative_rate:1.000 true_positive:1 true_negative:2187 false_positive:0 false_negative:37794 
